user_id,event_date,sessions,session_minutes,api_calls,tokens,tools_used,failed_requests,successful_requests,agent_runs,ide_plugin_sessions,is_weekend,spend_usd
u-0003,2024-02-02,1,13.88,106,40518,6,0,106,2,2,0,0.0
u-0003,2024-02-03,0,0.0,0,0,2,0,0,0,0,1,0.0
u-0003,2024-02-04,1,16.82,131,53177,9,0,131,1,1,1,0.0
u-0003,2024-02-05,2,19.63,154,78199,10,1,153,6,2,0,0.0
u-0003,2024-02-06,2,19.72,275,125351,5,0,275,3,4,0,0.0
u-0003,2024-02-07,1,12.5,68,7128,8,1,67,5,3,0,0.0
u-0003,2024-02-08,2,17.4,132,25730,6,2,130,10,6,0,0.0
u-0003,2024-02-09,2,19.92,241,38370,8,1,240,4,4,0,0.0
u-0003,2024-02-10,3,50.01,423,270185,6,0,423,11,3,1,0.0
u-0003,2024-02-11,2,32.97,170,83015,7,0,170,9,5,1,0.0
u-0003,2024-02-12,0,0.0,0,0,0,0,0,0,0,0,0.0
u-0003,2024-02-13,0,0.0,0,0,1,0,0,0,0,0,0.0
u-0003,2024-02-14,1,8.24,55,4495,9,0,55,2,3,0,0.0
u-0003,2024-02-16,1,9.09,110,65371,6,2,108,2,3,0,0.0
u-0003,2024-02-17,0,0.0,0,0,1,0,0,0,0,1,0.0
u-0003,2024-02-18,2,18.09,268,131197,10,2,266,3,4,1,0.0
u-0003,2024-02-19,1,8.27,98,29624,5,0,98,3,1,0,0.0
u-0003,2024-02-20,1,15.53,42,24983,8,2,40,1,1,0,0.0
u-0003,2024-02-21,2,33.81,277,52316,7,1,276,6,6,0,0.0
u-0003,2024-02-22,2,29.53,130,62472,11,2,128,7,7,0,0.0
u-0003,2024-02-23,1,13.99,123,80211,7,1,122,4,3,0,0.0
u-0003,2024-02-24,2,30.94,203,84945,3,1,202,9,2,1,0.0
u-0003,2024-02-25,4,35.03,453,237572,4,1,452,4,6,1,0.0
u-0003,2024-02-27,0,0.0,0,0,1,0,0,0,0,0,0.0
u-0003,2024-02-28,3,29.5,258,118714,8,1,257,12,6,0,0.0
u-0003,2024-02-29,1,16.7,35,7422,8,1,34,5,1,0,0.0
u-0003,2024-03-01,0,0.0,0,0,1,0,0,0,0,0,0.0
u-0003,2024-03-02,2,29.48,237,156661,7,1,236,10,7,1,0.0
u-0004,2024-01-23,2,24.78,206,141214,7,1,205,6,1,0,0.0
u-0004,2024-01-24,0,0.0,0,0,0,0,0,0,0,0,0.0
u-0004,2024-01-25,2,21.49,125,55726,7,2,123,3,7,0,0.0
u-0004,2024-01-26,1,17.46,71,45576,3,1,70,2,0,0,0.0
u-0004,2024-01-27,1,12.44,127,21832,2,3,124,3,3,1,0.0
u-0004,2024-01-29,5,64.61,621,129588,8,1,620,13,13,0,0.0
u-0004,2024-01-30,1,15.04,39,4473,5,0,39,3,2,0,0.0
u-0004,2024-02-01,2,27.45,134,48893,2,1,133,5,4,0,0.0
u-0004,2024-02-02,0,0.0,0,0,1,0,0,0,0,0,0.0
u-0004,2024-02-03,1,13.64,89,22245,5,2,87,3,2,1,0.0
u-0004,2024-02-06,3,37.19,181,91465,5,2,179,6,9,0,0.0
u-0004,2024-02-07,3,31.63,185,78118,3,1,184,6,8,0,0.0
u-0004,2024-02-10,2,31.92,216,108684,5,1,215,6,4,1,0.0
u-0004,2024-02-12,4,64.46,527,54549,9,4,523,4,4,0,0.0
u-0004,2024-02-13,0,0.0,0,0,0,0,0,0,0,0,0.0
u-0004,2024-02-15,2,23.94,84,29598,5,1,83,6,3,0,0.0
u-0004,2024-02-16,3,35.15,251,173676,6,1,250,13,4,0,0.0
u-0004,2024-02-18,1,11.21,102,54878,5,2,100,4,0,1,0.0
u-0004,2024-02-20,1,10.2,76,24844,5,1,75,4,2,0,0.0
u-0004,2024-02-21,2,32.15,198,104719,5,2,196,1,6,0,0.0
u-0004,2024-02-22,0,0.0,0,0,1,0,0,0,0,0,0.0
u-0004,2024-02-23,0,0.0,0,0,0,0,0,0,0,0,0.0
u-0004,2024-02-24,1,16.1,24,1984,5,3,21,0,0,1,0.0
u-0004,2024-02-25,0,0.0,0,0,0,0,0,0,0,1,0.0
u-0004,2024-02-29,0,0.0,0,0,2,0,0,0,0,0,0.0
u-0004,2024-03-01,0,0.0,0,0,0,0,0,0,0,0,0.0
u-0005,2024-01-23,1,9.15,93,57243,11,3,90,5,2,0,0.57
u-0005,2024-01-24,4,48.82,279,138387,8,1,278,8,2,0,0.32
u-0005,2024-01-26,0,0.0,0,0,2,0,0,0,0,0,0.08
u-0005,2024-01-27,1,15.97,130,52271,7,0,130,5,3,1,0.66
u-0005,2024-01-28,1,17.57,104,50719,9,0,104,3,3,1,0.95
u-0005,2024-01-29,2,33.5,205,134084,6,0,205,8,6,0,1.09
u-0005,2024-01-31,1,10.21,99,47373,8,1,98,5,3,0,0.19
u-0005,2024-02-01,3,35.63,307,100609,7,2,305,13,9,0,0.38
u-0005,2024-02-02,1,15.59,136,82158,8,1,135,0,2,0,0.79
u-0005,2024-02-04,0,0.0,0,0,2,0,0,0,0,1,0.1
u-0005,2024-02-05,2,31.72,233,69656,8,0,233,8,6,0,2.03
u-0005,2024-02-06,1,8.4,127,47500,8,0,127,2,2,0,1.06
u-0005,2024-02-07,0,0.0,0,0,2,0,0,0,0,0,0.21
u-0005,2024-02-08,0,0.0,0,0,0,0,0,0,0,0,0.16
u-0005,2024-02-09,1,17.28,29,7220,6,0,29,4,0,0,0.03
u-0005,2024-02-10,0,0.0,0,0,1,0,0,0,0,1,0.08
u-0005,2024-02-11,2,26.94,77,8992,9,0,77,2,3,1,0.52
u-0005,2024-02-12,0,0.0,0,0,1,0,0,0,0,0,0.32
u-0005,2024-02-13,2,30.06,140,83355,8,0,140,5,2,0,0.98
u-0005,2024-02-15,2,27.05,203,109193,8,3,200,7,7,0,2.48
u-0005,2024-02-16,2,23.94,154,70617,6,0,154,9,6,0,1.47
u-0005,2024-02-17,1,9.37,67,14897,8,1,66,4,0,1,0.36
u-0005,2024-02-18,2,18.17,100,60305,7,2,98,6,6,1,1.14
u-0005,2024-02-19,1,16.99,117,30565,9,2,115,0,3,0,0.2
u-0005,2024-02-20,3,50.82,416,141782,5,1,415,3,6,0,1.41
u-0005,2024-02-22,1,8.1,26,9592,7,0,26,5,1,0,0.08
u-0005,2024-02-23,2,19.77,226,67177,9,1,225,10,2,0,0.6
u-0005,2024-02-24,1,12.51,123,53635,10,2,121,4,3,1,0.75
u-0005,2024-02-25,1,15.29,80,23582,10,3,77,6,1,1,0.2
u-0005,2024-02-28,1,12.47,112,54532,8,2,110,1,0,0,0.72
u-0005,2024-02-29,1,10.47,68,44810,7,0,68,2,3,0,0.41
u-0005,2024-03-02,3,53.6,260,101768,6,1,259,11,2,1,0.23
u-0006,2024-01-25,0,0.0,0,0,0,0,0,0,0,0,0.0
u-0006,2024-01-26,2,26.08,254,151025,5,0,254,8,1,0,0.0
u-0006,2024-01-27,1,12.17,81,55849,11,2,79,2,1,1,0.0
u-0006,2024-01-28,0,0.0,0,0,1,0,0,0,0,1,0.0
u-0006,2024-01-29,0,0.0,0,0,2,0,0,0,0,0,0.0
u-0006,2024-01-30,1,17.86,63,33925,6,0,63,2,2,0,0.0
u-0006,2024-02-01,0,0.0,0,0,0,0,0,0,0,0,0.0
u-0006,2024-02-02,1,14.46,153,97945,9,1,152,1,2,0,0.0
u-0006,2024-02-03,3,32.45,321,163553,8,0,321,10,2,1,0.0
u-0006,2024-02-04,0,0.0,0,0,2,0,0,0,0,1,0.0
u-0006,2024-02-05,1,12.47,50,5357,7,0,50,6,3,0,0.0
u-0006,2024-02-06,0,0.0,0,0,2,0,0,0,0,0,0.0
u-0006,2024-02-07,0,0.0,0,0,1,0,0,0,0,0,0.0
u-0006,2024-02-08,1,9.05,68,15643,9,1,67,2,3,0,0.0
u-0006,2024-02-10,0,0.0,0,0,1,0,0,0,0,1,0.0
u-0006,2024-02-11,2,27.58,252,155404,8,0,252,9,2,1,0.0
u-0006,2024-02-12,0,0.0,0,0,2,0,0,0,0,0,0.0
u-0006,2024-02-13,1,12.26,113,47219,8,1,112,6,3,0,0.0
u-0006,2024-02-14,5,76.8,142,92510,7,0,142,28,10,0,0.0
u-0006,2024-02-15,1,16.45,145,52621,5,0,145,6,3,0,0.0
u-0006,2024-02-16,1,17.41,60,11546,10,1,59,2,1,0,0.0
u-0006,2024-02-17,4,47.83,534,258119,8,0,534,14,9,1,0.0
u-0006,2024-02-18,0,0.0,0,0,1,0,0,0,0,1,0.0
u-0006,2024-02-19,2,20.93,229,28228,8,2,227,3,6,0,0.0
u-0006,2024-02-20,0,0.0,0,0,0,0,0,0,0,0,0.0
u-0006,2024-02-21,1,13.27,153,45879,9,0,153,3,3,0,0.0
u-0006,2024-02-22,1,8.35,125,30755,7,1,124,2,1,0,0.0
u-0006,2024-02-23,1,15.48,147,65925,7,0,147,6,1,0,0.0
u-0006,2024-02-24,1,15.49,45,22191,6,1,44,2,3,1,0.0
u-0006,2024-02-25,1,13.02,158,78630,10,0,158,3,3,1,0.0
u-0006,2024-02-26,1,14.29,128,60397,7,2,126,1,2,0,0.0
u-0006,2024-02-27,1,15.37,28,13650,8,2,26,3,1,0,0.0
u-0006,2024-02-28,4,62.31,222,31346,8,3,219,26,14,0,0.0
u-0006,2024-02-29,4,45.77,191,27604,6,0,191,12,15,0,0.0
u-0006,2024-03-01,4,37.02,525,315106,6,0,525,18,11,0,0.0
u-0006,2024-03-02,0,0.0,0,0,0,0,0,0,0,1,0.0
u-0007,2024-01-23,3,39.12,266,48568,7,3,263,2,6,0,2.97
u-0007,2024-01-24,4,43.93,161,91152,9,0,161,2,7,0,1.87
u-0007,2024-01-25,2,28.19,81,7737,9,1,80,6,7,0,0.78
u-0007,2024-01-26,3,40.23,80,8086,8,3,77,4,8,0,1.48
u-0007,2024-01-27,3,40.92,92,17031,9,2,90,6,9,1,0.36
u-0007,2024-01-28,2,22.46,233,148637,9,0,233,7,6,1,1.68
u-0007,2024-01-29,0,0.0,0,0,0,0,0,0,0,0,0.36
u-0007,2024-01-30,2,33.12,76,50966,7,2,74,6,3,0,1.45
u-0007,2024-01-31,1,17.21,121,70010,2,0,121,3,2,0,0.93
u-0007,2024-02-01,1,11.64,96,44766,8,2,94,3,3,0,1.86
u-0007,2024-02-02,1,8.21,24,5668,7,1,23,1,0,0,0.33
u-0007,2024-02-03,0,0.0,0,0,2,0,0,0,0,1,0.21
u-0007,2024-02-04,4,55.55,276,91802,7,0,276,8,8,1,1.14
u-0007,2024-02-05,0,0.0,0,0,1,0,0,0,0,0,0.41
u-0007,2024-02-07,3,46.09,108,35648,11,3,105,10,3,0,1.8
u-0007,2024-02-09,2,19.26,187,18969,6,1,186,7,2,0,2.01
u-0007,2024-02-10,4,37.64,212,87296,7,3,209,14,5,1,2.39
u-0007,2024-02-12,0,0.0,0,0,0,0,0,0,0,0,0.39
u-0007,2024-02-13,1,11.82,41,4153,8,2,39,1,0,0,0.95
u-0007,2024-02-14,3,42.23,101,49325,10,4,97,2,2,0,0.52
u-0007,2024-02-15,1,10.78,98,37395,7,1,97,4,3,0,0.96
u-0007,2024-02-16,4,47.11,345,36855,8,1,344,4,10,0,8.44
u-0007,2024-02-18,3,39.34,229,87659,10,2,227,7,8,1,3.32
u-0007,2024-02-20,2,25.39,159,91669,11,0,159,9,7,0,1.23
u-0007,2024-02-22,1,14.88,113,33599,11,1,112,3,3,0,2.57
u-0007,2024-02-23,2,18.9,146,57735,8,0,146,4,6,0,2.95
u-0007,2024-02-24,6,78.23,677,100040,9,2,675,17,7,1,14.73
u-0007,2024-02-25,2,25.59,188,117608,9,2,186,4,5,1,0.6
u-0007,2024-02-26,3,37.0,236,156764,8,1,235,14,2,0,4.99
u-0007,2024-02-27,2,35.56,64,29747,10,0,64,8,2,0,0.37
u-0007,2024-02-28,1,12.21,98,16323,7,0,98,0,2,0,1.28
u-0008,2024-01-23,1,16.25,64,42914,6,2,62,2,2,0,0.27
u-0008,2024-01-24,2,30.45,80,21528,5,2,78,5,7,0,0.62
u-0008,2024-01-27,0,0.0,0,0,2,0,0,0,0,1,0.24
u-0008,2024-01-28,2,29.77,113,28428,5,1,112,1,7,1,2.13
u-0008,2024-01-29,0,0.0,0,0,2,0,0,0,0,0,0.07
u-0008,2024-01-30,1,9.1,29,15140,5,2,27,2,0,0,0.15
u-0008,2024-01-31,1,16.79,97,36670,6,2,95,1,1,0,0.55
u-0008,2024-02-01,0,0.0,0,0,0,0,0,0,0,0,0.19
u-0008,2024-02-03,3,42.7,261,182113,7,2,259,4,9,1,1.94
u-0008,2024-02-04,0,0.0,0,0,2,0,0,0,0,1,0.16
u-0008,2024-02-07,1,15.86,78,54106,5,0,78,2,0,0,0.85
u-0008,2024-02-08,2,19.05,89,16702,6,3,86,3,7,0,0.7
u-0008,2024-02-09,1,10.45,77,13873,7,2,75,0,1,0,0.81
u-0008,2024-02-12,0,0.0,0,0,2,0,0,0,0,0,0.17
u-0008,2024-02-13,2,28.35,177,17291,5,1,176,0,5,0,1.99
u-0008,2024-02-14,0,0.0,0,0,0,0,0,0,0,0,0.84
u-0008,2024-02-15,1,10.44,88,13867,4,1,87,1,3,0,0.17
u-0008,2024-02-16,3,43.48,164,93342,5,4,160,6,10,0,0.71
u-0008,2024-02-19,0,0.0,0,0,0,0,0,0,0,0,0.07
u-0008,2024-02-21,2,24.79,160,23054,4,4,156,5,2,0,0.91
u-0008,2024-02-23,0,0.0,0,0,0,0,0,0,0,0,0.77
u-0008,2024-02-24,1,13.55,66,5376,7,3,63,0,0,1,0.9
u-0008,2024-02-25,1,8.52,37,12058,5,1,36,2,2,1,0.72
u-0008,2024-02-26,1,17.42,96,41547,4,5,91,2,1,0,1.64
u-0008,2024-02-27,1,8.09,85,44473,4,2,83,1,1,0,0.71
u-0008,2024-02-28,1,15.39,67,28440,7,3,64,2,2,0,0.93
u-0008,2024-02-29,2,34.57,121,26546,4,0,121,2,5,0,0.24
u-0008,2024-03-01,1,10.18,75,51300,8,4,71,2,3,0,0.47
u-0008,2024-03-02,0,0.0,0,0,0,0,0,0,0,1,0.57
u-0009,2024-01-23,4,67.62,169,81343,11,3,166,19,4,0,2.82
u-0009,2024-01-26,5,64.68,147,96647,10,1,146,20,8,0,2.24
u-0009,2024-01-27,1,16.06,95,21641,9,4,91,2,3,1,1.0
u-0009,2024-01-28,1,11.09,51,8047,9,0,51,1,1,1,0.82
u-0009,2024-01-30,6,75.49,711,155727,9,2,709,20,20,0,7.66
u-0009,2024-01-31,0,0.0,0,0,1,0,0,0,0,0,0.24
u-0009,2024-02-01,5,68.21,319,134168,8,1,318,4,6,0,6.96
u-0009,2024-02-03,0,0.0,0,0,1,0,0,0,0,1,0.1
u-0009,2024-02-04,2,16.14,136,70280,10,0,136,4,5,1,2.16
u-0009,2024-02-05,3,50.66,317,78375,8,0,317,17,7,0,5.82
u-0009,2024-02-06,1,9.12,64,15219,10,1,63,4,1,0,1.07
u-0009,2024-02-07,1,8.01,46,31640,11,1,45,3,2,0,0.25
u-0009,2024-02-08,1,12.17,125,25222,9,0,125,4,1,0,2.63
u-0009,2024-02-09,2,24.4,149,104093,12,2,147,9,4,0,2.31
u-0009,2024-02-10,2,35.4,59,9120,11,1,58,11,5,1,1.19
u-0009,2024-02-11,2,23.64,240,120709,9,1,239,10,7,1,3.08
u-0009,2024-02-12,2,21.9,143,81339,12,1,142,9,3,0,0.73
u-0009,2024-02-13,1,12.41,48,27127,10,1,47,2,3,0,1.07
u-0009,2024-02-14,4,44.47,117,9855,10,0,117,5,3,0,1.93
u-0009,2024-02-15,4,54.46,122,24315,13,1,121,18,13,0,2.7
u-0009,2024-02-17,2,23.81,284,133676,11,0,284,6,5,1,4.92
u-0009,2024-02-18,5,85.17,678,268955,8,4,674,9,11,1,12.76
u-0009,2024-02-19,1,17.26,118,12247,9,2,116,5,3,0,0.38
u-0009,2024-02-20,3,26.27,221,45808,9,0,221,7,7,0,5.38
u-0009,2024-02-22,0,0.0,0,0,2,0,0,0,0,0,0.15
u-0009,2024-02-23,8,120.0,1010,246485,13,0,1010,45,27,0,7.7
u-0009,2024-02-24,0,0.0,0,0,2,0,0,0,0,1,0.22
u-0009,2024-02-25,1,13.12,117,17503,10,1,116,3,2,1,1.21
u-0009,2024-02-26,1,15.16,42,28675,10,0,42,5,0,0,0.64
u-0009,2024-02-27,2,28.27,144,92219,11,1,143,8,1,0,0.21
u-0009,2024-02-28,3,31.93,128,55452,10,0,128,12,10,0,0.87
u-0009,2024-03-01,0,0.0,0,0,2,0,0,0,0,0,0.02
u-0009,2024-03-02,1,12.47,93,16767,11,1,92,2,3,1,1.82
u-0010,2024-01-23,4,57.18,269,184066,11,0,269,21,12,0,4.43
u-0010,2024-01-24,5,56.45,287,104872,9,0,287,19,13,0,0.61
u-0010,2024-01-25,1,8.97,128,53025,13,1,127,2,2,0,1.87
u-0010,2024-01-26,4,35.33,440,72703,12,0,440,25,7,0,4.67
u-0010,2024-01-27,2,21.36,164,105818,11,0,164,3,5,1,3.37
u-0010,2024-01-28,2,32.55,213,85288,10,2,211,9,4,1,2.05
u-0010,2024-01-29,1,16.88,64,14619,11,0,64,1,1,0,1.14
u-0010,2024-01-30,0,0.0,0,0,1,0,0,0,0,0,0.0
u-0010,2024-02-01,1,15.05,44,21785,11,1,43,1,1,0,0.79
u-0010,2024-02-02,3,42.13,411,68098,13,2,409,19,2,0,4.19
u-0010,2024-02-03,2,19.5,206,122102,14,2,204,7,1,1,5.05
u-0010,2024-02-04,4,61.37,528,220770,14,0,528,7,3,1,4.52
u-0010,2024-02-05,2,26.87,289,93681,11,0,289,11,5,0,1.14
u-0010,2024-02-06,1,8.38,136,37706,12,0,136,3,3,0,0.68
u-0010,2024-02-07,2,19.2,66,15075,11,0,66,11,1,0,0.99
u-0010,2024-02-08,3,29.27,385,81342,12,1,384,10,6,0,2.76
u-0010,2024-02-09,3,28.48,126,14074,11,0,126,11,8,0,1.23
u-0010,2024-02-10,1,10.95,77,25096,10,0,77,4,0,1,0.9
u-0010,2024-02-12,6,82.72,461,170695,12,1,460,26,22,0,3.32
u-0010,2024-02-13,2,30.77,231,31832,11,0,231,6,7,0,2.51
u-0010,2024-02-14,3,29.05,406,34302,13,1,405,7,3,0,4.51
u-0010,2024-02-15,2,19.88,220,113923,12,0,220,6,1,0,0.19
u-0010,2024-02-16,5,80.83,316,105559,11,0,316,24,6,0,6.57
u-0010,2024-02-18,2,21.7,178,39146,9,0,178,11,7,1,3.77
u-0010,2024-02-19,3,34.36,266,160611,12,0,266,16,9,0,3.98
u-0010,2024-02-20,1,13.84,160,91594,11,1,159,4,2,0,0.27
u-0010,2024-02-21,2,30.12,230,143067,11,1,229,3,5,0,5.41
u-0010,2024-02-22,4,58.86,306,75222,11,0,306,17,13,0,7.17
u-0010,2024-02-23,2,30.57,231,29627,9,1,230,13,2,0,2.06
u-0010,2024-02-24,1,10.41,28,12261,11,0,28,4,2,1,0.48
u-0010,2024-02-25,3,51.1,182,121504,10,0,182,10,4,1,0.79
u-0010,2024-02-26,2,22.56,100,21810,11,0,100,12,6,0,2.52
u-0010,2024-02-27,1,11.5,156,69660,12,1,155,3,1,0,2.99
u-0010,2024-02-28,0,0.0,0,0,0,0,0,0,0,0,0.14
u-0010,2024-02-29,4,42.38,218,38170,11,2,216,20,3,0,1.47
u-0010,2024-03-01,6,55.33,992,270961,11,0,992,36,22,0,1.22
u-0010,2024-03-02,1,11.05,64,10426,10,0,64,2,3,1,0.09
u-0011,2024-01-23,2,23.71,102,69723,6,2,100,5,1,0,0.0
u-0011,2024-01-25,1,16.16,70,40864,6,1,69,1,1,0,0.0
u-0011,2024-01-26,1,8.61,77,15233,5,1,76,3,0,0,0.0
u-0011,2024-01-27,0,0.0,0,0,1,0,0,0,0,1,0.0
u-0011,2024-01-30,0,0.0,0,0,0,0,0,0,0,0,0.0
u-0011,2024-01-31,1,10.5,85,39354,2,7,78,3,1,0,0.0
u-0011,2024-02-02,1,9.06,92,23936,6,3,89,2,2,0,0.0
u-0011,2024-02-03,1,16.23,58,38784,4,1,57,2,2,1,0.0
u-0011,2024-02-08,1,15.5,59,31069,0,1,58,1,2,0,0.0
u-0011,2024-02-10,0,0.0,0,0,2,0,0,0,0,1,0.0
u-0011,2024-02-11,0,0.0,0,0,1,0,0,0,0,1,0.0
u-0011,2024-02-13,0,0.0,0,0,1,0,0,0,0,0,0.0
u-0011,2024-02-15,0,0.0,0,0,2,0,0,0,0,0,0.0
u-0011,2024-02-16,0,0.0,0,0,1,0,0,0,0,0,0.0
u-0011,2024-02-18,0,0.0,0,0,1,0,0,0,0,1,0.0
u-0011,2024-02-19,1,14.83,58,35439,4,3,55,2,3,0,0.0
u-0011,2024-02-20,0,0.0,0,0,2,0,0,0,0,0,0.0
u-0011,2024-02-21,1,17.76,39,26064,5,2,37,1,3,0,0.0
u-0011,2024-02-22,1,15.07,88,13321,2,3,85,1,2,0,0.0
u-0011,2024-02-24,1,11.49,111,73395,3,2,109,2,2,1,0.0
u-0011,2024-02-29,0,0.0,0,0,2,0,0,0,0,0,0.0
u-0011,2024-03-02,0,0.0,0,0,1,0,0,0,0,1,0.0
u-0012,2024-01-23,0,0.0,0,0,2,0,0,0,0,0,0.0
u-0012,2024-01-24,0,0.0,0,0,0,0,0,0,0,0,0.0
u-0012,2024-01-26,1,14.62,79,27757,5,1,78,3,3,0,0.0
u-0012,2024-01-27,0,0.0,0,0,2,0,0,0,0,1,0.0
u-0012,2024-01-28,1,10.49,66,35775,6,0,66,4,3,1,0.0
u-0012,2024-01-29,0,0.0,0,0,1,0,0,0,0,0,0.0
u-0012,2024-01-30,0,0.0,0,0,2,0,0,0,0,0,0.0
u-0012,2024-01-31,2,20.61,167,95269,4,1,166,8,7,0,0.0
u-0012,2024-02-01,1,13.17,72,49411,5,4,68,1,2,0,0.0
u-0012,2024-02-02,3,36.95,236,152272,4,1,235,11,5,0,0.0
u-0012,2024-02-06,1,8.63,81,54984,5,0,81,4,3,0,0.0
u-0012,2024-02-07,1,9.68,27,6343,5,1,26,1,0,0,0.0
u-0012,2024-02-08,2,19.26,200,56074,5,2,198,4,4,0,0.0
