ticket_id,user_id,created_date
t-00120,u-0067,2023-12-04
t-00121,u-0067,2024-02-20
t-00122,u-0067,2024-02-15
t-00123,u-0067,2024-02-26
t-00124,u-0068,2024-01-20
t-00125,u-0069,2024-01-26
t-00126,u-0070,2024-02-08
t-00127,u-0071,2023-12-23
t-00128,u-0072,2024-01-13
t-00129,u-0072,2023-12-18
t-00130,u-0072,2024-01-14
t-00131,u-0073,2023-12-10
t-00132,u-0073,2023-12-29
t-00133,u-0073,2023-12-16
t-00134,u-0073,2024-02-12
t-00135,u-0073,2024-01-25
t-00136,u-0073,2023-12-04
t-00137,u-0074,2024-02-14
t-00138,u-0078,2024-02-24
t-00139,u-0079,2024-01-14
t-00140,u-0079,2023-12-28
t-00141,u-0079,2024-01-06
t-00142,u-0082,2023-12-09
t-00143,u-0082,2024-02-10
t-00144,u-0083,2024-02-20
t-00145,u-0086,2024-02-15
t-00146,u-0089,2024-02-16
t-00147,u-0089,2024-01-03
t-00148,u-0091,2024-01-13
t-00149,u-0091,2023-12-25
t-00150,u-0093,2024-01-03
t-00151,u-0094,2024-02-10
t-00152,u-0094,2024-01-21
t-00153,u-0094,2024-01-30
t-00154,u-0094,2024-01-29
t-00155,u-0095,2024-02-21
t-00156,u-0095,2024-01-29
t-00157,u-0096,2024-01-07
t-00158,u-0096,2023-12-12
t-00159,u-0096,2024-02-04
t-00160,u-0096,2023-12-24
t-00161,u-0098,2023-12-26
t-00162,u-0098,2024-02-18
t-00163,u-0098,2023-12-17
t-00164,u-0099,2024-02-01
t-00165,u-0099,2024-01-25
t-00166,u-0102,2023-12-17
t-00167,u-0103,2023-12-05
t-00168,u-0103,2023-12-15
t-00169,u-0104,2024-02-27
t-00170,u-0104,2024-02-22
t-00171,u-0104,2024-01-07
t-00172,u-0104,2024-02-08
t-00173,u-0106,2024-01-20
t-00174,u-0106,2024-01-23
t-00175,u-0106,2024-01-09
t-00176,u-0107,2024-01-22
t-00177,u-0107,2023-12-14
t-00178,u-0107,2024-01-26
t-00179,u-0108,2024-02-17
t-00180,u-0108,2024-01-02
t-00181,u-0108,2024-01-11
t-00182,u-0109,2024-02-21
t-00183,u-0109,2024-02-12
t-00184,u-0109,2024-01-12
t-00185,u-0111,2024-01-29
t-00186,u-0111,2024-01-26
t-00187,u-0113,2024-03-02
t-00188,u-0113,2024-01-21
t-00189,u-0113,2024-02-26
t-00190,u-0116,2023-12-14
t-00191,u-0118,2024-01-18
t-00192,u-0118,2024-02-21
t-00193,u-0118,2023-12-04
t-00194,u-0118,2024-01-22
t-00195,u-0118,2023-12-22
t-00196,u-0118,2024-02-26
t-00197,u-0119,2024-01-06
t-00198,u-0119,2024-02-06
t-00199,u-0119,2024-01-25
t-00200,u-0120,2023-12-16
t-00201,u-0120,2024-02-19
t-00202,u-0120,2023-12-12
t-00203,u-0120,2024-02-02
t-00204,u-0123,2023-12-09
t-00205,u-0124,2024-02-15
t-00206,u-0124,2024-02-20
t-00207,u-0124,2023-12-17
t-00208,u-0124,2024-01-04
t-00209,u-0125,2024-01-04
t-00210,u-0127,2024-01-16
t-00211,u-0127,2024-01-05
t-00212,u-0127,2024-01-28
t-00213,u-0127,2023-12-09
t-00214,u-0128,2024-02-18
t-00215,u-0128,2023-12-29
t-00216,u-0128,2023-12-25
t-00217,u-0128,2023-12-23
t-00218,u-0128,2024-01-04
t-00219,u-0129,2024-02-13
t-00220,u-0130,2024-03-02
t-00221,u-0130,2024-02-04
t-00222,u-0131,2024-01-31
t-00223,u-0131,2023-12-28
t-00224,u-0131,2023-12-27
t-00225,u-0132,2023-12-26
t-00226,u-0132,2024-01-30
t-00227,u-0132,2024-01-27
t-00228,u-0133,2023-12-23
t-00229,u-0134,2024-01-24
t-00230,u-0135,2024-01-09
t-00231,u-0137,2023-12-17
t-00232,u-0137,2024-02-15
t-00233,u-0137,2023-12-17
t-00234,u-0138,2023-12-08
t-00235,u-0138,2024-02-26
t-00236,u-0138,2023-12-23
t-00237,u-0138,2024-02-07
t-00238,u-0139,2024-02-27
t-00239,u-0139,2023-12-21
t-00240,u-0139,2024-01-16
t-00241,u-0140,2024-02-18
t-00242,u-0141,2024-02-17
t-00243,u-0142,2024-01-08
t-00244,u-0143,2023-12-17
t-00245,u-0144,2024-02-13
t-00246,u-0144,2024-01-04
t-00247,u-0145,2023-12-16
t-00248,u-0145,2023-12-12
t-00249,u-0145,2024-02-18
t-00250,u-0145,2024-01-29
t-00251,u-0145,2024-02-12
t-00252,u-0146,2024-01-05
t-00253,u-0146,2023-12-28
t-00254,u-0147,2023-12-16
t-00255,u-0151,2023-12-05
t-00256,u-0151,2024-02-07
t-00257,u-0151,2024-02-15
t-00258,u-0151,2024-01-15
t-00259,u-0151,2024-01-24
t-00260,u-0151,2024-02-21
t-00261,u-0151,2024-01-24
t-00262,u-0156,2024-02-18
t-00263,u-0156,2023-12-23
t-00264,u-0156,2023-12-16
t-00265,u-0157,2023-12-20
t-00266,u-0158,2024-01-23
t-00267,u-0158,2023-12-06
t-00268,u-0159,2024-02-23
t-00269,u-0161,2024-01-21
t-00270,u-0162,2023-12-24
t-00271,u-0163,2023-12-31
t-00272,u-0165,2024-01-26
t-00273,u-0165,2024-01-07
t-00274,u-0167,2024-02-17
t-00275,u-0167,2024-02-16
t-00276,u-0167,2023-12-04
t-00277,u-0167,2024-02-10
t-00278,u-0168,2024-01-09
t-00279,u-0168,2023-12-13
t-00280,u-0168,2023-12-16
t-00281,u-0170,2024-01-23
t-00282,u-0170,2023-12-18
t-00283,u-0170,2024-02-22
t-00284,u-0170,2024-02-07
t-00285,u-0172,2023-12-21
t-00286,u-0174,2023-12-25
t-00287,u-0174,2024-01-11
t-00288,u-0175,2024-01-10
t-00289,u-0175,2024-01-10
t-00290,u-0175,2023-12-11
t-00291,u-0176,2024-01-08
t-00292,u-0177,2024-01-23
t-00293,u-0180,2024-01-22
t-00294,u-0180,2024-02-19
t-00295,u-0180,2023-12-19
t-00296,u-0180,2023-12-31
t-00297,u-0181,2024-01-11
t-00298,u-0181,2024-01-11
t-00299,u-0182,2023-12-24
t-00300,u-0182,2023-12-22
t-00301,u-0182,2024-02-16
t-00302,u-0183,2024-01-31
t-00303,u-0185,2023-12-15
t-00304,u-0185,2023-12-11
t-00305,u-0185,2024-02-04
t-00306,u-0185,2024-01-29
t-00307,u-0185,2023-12-08
t-00308,u-0186,2024-01-25
t-00309,u-0186,2024-02-27
t-00310,u-0189,2024-02-12
t-00311,u-0189,2024-02-03
t-00312,u-0189,2023-12-04
t-00313,u-0189,2024-02-01
t-00314,u-0189,2023-12-11
t-00315,u-0190,2024-02-07
t-00316,u-0190,2024-01-10
t-00317,u-0191,2024-02-24
t-00318,u-0192,2023-12-21
t-00319,u-0194,2023-12-16
t-00320,u-0194,2023-12-05
t-00321,u-0194,2024-01-27
t-00322,u-0195,2024-01-27
t-00323,u-0197,2024-02-20
t-00324,u-0197,2024-02-04
t-00325,u-0197,2024-01-26
t-00326,u-0197,2024-01-14
t-00327,u-0198,2024-01-09
t-00328,u-0198,2024-02-10
t-00329,u-0199,2024-02-04
t-00330,u-0199,2024-01-11
t-00331,u-0202,2024-02-10
t-00332,u-0202,2024-01-21
t-00333,u-0202,2023-12-04
t-00334,u-0203,2024-03-01
t-00335,u-0203,2024-02-03
t-00336,u-0203,2023-12-07
t-00337,u-0203,2024-02-26
t-00338,u-0203,2024-01-04
t-00339,u-0203,2024-01-10
t-00340,u-0205,2023-12-31
t-00341,u-0205,2023-12-18
t-00342,u-0205,2024-02-02
t-00343,u-0205,2024-01-25
t-00344,u-0206,2024-02-12
t-00345,u-0206,2024-01-15
t-00346,u-0208,2023-12-07
t-00347,u-0209,2024-02-27
t-00348,u-0210,2024-02-12
t-00349,u-0210,2024-01-20
t-00350,u-0211,2023-12-17
t-00351,u-0212,2024-02-14
t-00352,u-0212,2024-01-31
t-00353,u-0212,2024-02-13
t-00354,u-0212,2023-12-27
t-00355,u-0213,2024-02-08
t-00356,u-0213,2024-01-07
t-00357,u-0214,2024-01-25
t-00358,u-0214,2024-01-10
t-00359,u-0214,2024-01-27
t-00360,u-0215,2024-02-11
t-00361,u-0215,2024-02-20
t-00362,u-0215,2024-02-22
t-00363,u-0216,2024-01-01
t-00364,u-0216,2023-12-23
t-00365,u-0217,2024-02-09
t-00366,u-0219,2024-02-09
t-00367,u-0219,2024-01-25
t-00368,u-0219,2023-12-22
t-00369,u-0220,2024-02-04
t-00370,u-0220,2024-02-15
t-00371,u-0220,2023-12-25
t-00372,u-0220,2023-12-30
t-00373,u-0221,2023-12-29
t-00374,u-0221,2023-12-08
t-00375,u-0223,2024-02-18
t-00376,u-0223,2024-01-22
t-00377,u-0223,2024-02-10
t-00378,u-0223,2024-02-11
t-00379,u-0223,2023-12-14
t-00380,u-0227,2024-02-08
t-00381,u-0228,2023-12-23
t-00382,u-0229,2024-01-03
t-00383,u-0230,2023-12-10
t-00384,u-0230,2023-12-07
t-00385,u-0230,2024-01-19
t-00386,u-0230,2024-01-03
t-00387,u-0231,2024-02-15
t-00388,u-0232,2024-01-21
t-00389,u-0232,2024-01-17
t-00390,u-0232,2024-02-06
t-00391,u-0234,2023-12-25
t-00392,u-0234,2024-01-26
t-00393,u-0234,2024-02-01
t-00394,u-0234,2024-01-24
t-00395,u-0235,2023-12-07
t-00396,u-0236,2024-02-29
t-00397,u-0236,2024-02-03
t-00398,u-0236,2024-02-27
t-00399,u-0237,2024-03-01
t-00400,u-0241,2024-03-02
t-00401,u-0241,2024-02-24
t-00402,u-0243,2024-02-01
t-00403,u-0245,2024-02-11
t-00404,u-0246,2024-02-01
t-00405,u-0247,2024-01-12
t-00406,u-0247,2023-12-18
t-00407,u-0248,2024-02-26
t-00408,u-0249,2024-02-28
t-00409,u-0249,2023-12-11
t-00410,u-0249,2024-01-25
t-00411,u-0250,2023-12-20
t-00412,u-0252,2024-02-22
t-00413,u-0252,2024-02-12
t-00414,u-0252,2024-01-02
t-00415,u-0253,2024-02-13
t-00416,u-0255,2023-12-25
t-00417,u-0255,2024-01-28
t-00418,u-0257,2023-12-31
t-00419,u-0258,2024-01-07
t-00420,u-0258,2024-02-09
t-00421,u-0258,2023-12-16
t-00422,u-0259,2024-02-21
t-00423,u-0259,2024-02-18
t-00424,u-0259,2024-01-06
t-00425,u-0260,2023-12-10
t-00426,u-0260,2024-01-03
t-00427,u-0263,2024-02-29
t-00428,u-0263,2023-12-14
t-00429,u-0264,2023-12-20
t-00430,u-0264,2024-01-22
t-00431,u-0265,2023-12-29
t-00432,u-0265,2024-02-27
t-00433,u-0265,2024-01-02
t-00434,u-0265,2024-02-02
t-00435,u-0267,2024-01-31
t-00436,u-0268,2024-02-17
t-00437,u-0268,2024-01-12
t-00438,u-0269,2023-12-09
t-00439,u-0269,2024-01-20
t-00440,u-0270,2024-02-27
t-00441,u-0270,2024-01-02
t-00442,u-0271,2023-12-29
t-00443,u-0271,2024-01-09
t-00444,u-0271,2023-12-26
t-00445,u-0273,2024-01-21
t-00446,u-0274,2024-01-23
t-00447,u-0276,2024-01-18
t-00448,u-0276,2024-01-18
t-00449,u-0276,2024-02-16
t-00450,u-0276,2024-02-09
t-00451,u-0278,2024-01-29
t-00452,u-0279,2024-01-22
t-00453,u-0281,2023-12-21
t-00454,u-0281,2024-01-29
t-00455,u-0281,2024-02-08
t-00456,u-0282,2024-02-28
t-00457,u-0283,2024-02-08
t-00458,u-0283,2024-02-28
t-00459,u-0284,2024-02-27
t-00460,u-0285,2023-12-28
t-00461,u-0285,2023-12-13
t-00462,u-0286,2023-12-13
t-00463,u-0286,2023-12-13
t-00464,u-0286,2024-01-30
t-00465,u-0286,2024-01-29
t-00466,u-0294,2023-12-07
t-00467,u-0294,2024-02-03
t-00468,u-0295,2024-01-25
t-00469,u-0295,2024-01-01
t-00470,u-0295,2024-02-23
t-00471,u-0296,2024-01-30
t-00472,u-0296,2024-02-03
t-00473,u-0298,2024-02-24
t-00474,u-0298,2024-01-12
t-00475,u-0298,2024-01-11
t-00476,u-0299,2024-01-06
t-00477,u-0299,2024-02-08
t-00478,u-0299,2024-01-08
t-00479,u-0299,2023-12-20
t-00480,u-0299,2024-02-15
t-00481,u-0301,2024-02-16
t-00482,u-0301,2024-01-15
t-00483,u-0301,2024-01-15
t-00484,u-0301,2024-01-03
t-00485,u-0303,2024-02-20
t-00486,u-0303,2024-02-22
t-00487,u-0303,2023-12-13
t-00488,u-0305,2024-02-11
t-00489,u-0306,2024-01-02
t-00490,u-0306,2024-01-25
t-00491,u-0306,2024-01-31
t-00492,u-0309,2024-01-30
t-00493,u-0310,2023-12-06
t-00494,u-0310,2023-12-17
t-00495,u-0311,2024-01-24
t-00496,u-0311,2024-01-29
t-00497,u-0312,2023-12-14
t-00498,u-0313,2023-12-04
t-00499,u-0313,2023-12-19
t-00500,u-0313,2023-12-15
t-00501,u-0313,2023-12-21
t-00502,u-0313,2023-12-09
t-00503,u-0313,2024-02-18
t-00504,u-0314,2024-02-25
t-00505,u-0317,2023-12-28
t-00506,u-0317,2024-02-10
t-00507,u-0317,2023-12-06
t-00508,u-0318,2024-02-16
t-00509,u-0319,2024-01-15
t-00510,u-0319,2024-02-25
t-00511,u-0319,2023-12-13
t-00512,u-0321,2024-02-29
t-00513,u-0321,2024-01-06
t-00514,u-0321,2024-02-14
t-00515,u-0321,2023-12-05
t-00516,u-0321,2024-01-13
t-00517,u-0321,2024-02-08
t-00518,u-0322,2023-12-13
t-00519,u-0322,2023-12-30
t-00520,u-0324,2023-12-06
t-00521,u-0324,2024-02-11
t-00522,u-0324,2023-12-27
t-00523,u-0324,2024-02-10
t-00524,u-0325,2024-02-12
t-00525,u-0326,2023-12-08
t-00526,u-0327,2023-12-30
t-00527,u-0327,2024-01-21
t-00528,u-0328,2024-01-19
t-00529,u-0328,2024-01-08
t-00530,u-0328,2023-12-09
t-00531,u-0328,2024-02-29
t-00532,u-0328,2024-01-28
t-00533,u-0329,2024-01-06
t-00534,u-0330,2024-02-05
t-00535,u-0331,2023-12-19
t-00536,u-0331,2023-12-29
t-00537,u-0334,2024-01-27
t-00538,u-0334,2024-01-19
t-00539,u-0335,2024-02-06
t-00540,u-0335,2024-01-06
t-00541,u-0336,2023-12-05
t-00542,u-0336,2024-01-05
t-00543,u-0336,2023-12-18
t-00544,u-0338,2024-01-22
t-00545,u-0338,2024-01-19
t-00546,u-0338,2024-01-05
t-00547,u-0338,2024-01-06
t-00548,u-0339,2023-12-22
t-00549,u-0339,2024-01-01
t-00550,u-0339,2024-01-26
t-00551,u-0340,2024-02-14
t-00552,u-0340,2024-01-29
t-00553,u-0341,2024-02-03
t-00554,u-0341,2024-01-01
t-00555,u-0341,2023-12-05
t-00556,u-0342,2024-02-01
t-00557,u-0342,2024-02-07
t-00558,u-0343,2023-12-14
t-00559,u-0344,2023-12-24
t-00560,u-0344,2023-12-08
t-00561,u-0344,2023-12-30
t-00562,u-0344,2023-12-04
t-00563,u-0344,2023-12-12
t-00564,u-0344,2023-12-12
t-00565,u-0345,2023-12-11
t-00566,u-0345,2024-01-05
t-00567,u-0345,2024-01-15
t-00568,u-0346,2024-01-27
t-00569,u-0346,2024-02-09
t-00570,u-0346,2024-02-14
t-00571,u-0346,2024-01-28
t-00572,u-0346,2024-02-25
t-00573,u-0346,2023-12-15
t-00574,u-0347,2024-01-13
t-00575,u-0347,2023-12-30
t-00576,u-0347,2024-01-10
t-00577,u-0347,2024-01-29
t-00578,u-0347,2024-01-30
t-00579,u-0347,2024-02-15
t-00580,u-0349,2024-01-25
t-00581,u-0349,2024-02-19
t-00582,u-0351,2024-01-18
t-00583,u-0351,2024-01-09
t-00584,u-0351,2024-01-05
t-00585,u-0351,2024-01-19
t-00586,u-0352,2024-01-17
t-00587,u-0352,2024-02-14
t-00588,u-0354,2023-12-16
t-00589,u-0354,2024-01-10
t-00590,u-0354,2024-01-23
t-00591,u-0354,2023-12-24
t-00592,u-0354,2023-12-15
t-00593,u-0354,2024-01-19
t-00594,u-0355,2024-01-28
t-00595,u-0355,2024-02-17
t-00596,u-0356,2023-12-04
t-00597,u-0359,2024-02-26
t-00598,u-0359,2024-01-04
t-00599,u-0360,2024-02-26
t-00600,u-0360,2024-02-23
t-00601,u-0360,2024-01-25
t-00602,u-0360,2024-01-16
t-00603,u-0361,2024-02-27
t-00604,u-0361,2024-02-03
t-00605,u-0361,2023-12-16
t-00606,u-0361,2024-01-15
t-00607,u-0362,2024-01-13
t-00608,u-0362,2024-02-16
t-00609,u-0362,2024-01-14
t-00610,u-0362,2024-01-23
t-00611,u-0363,2024-01-07
t-00612,u-0363,2023-12-12
t-00613,u-0365,2023-12-15
t-00614,u-0367,2024-02-26
t-00615,u-0367,2024-02-03
t-00616,u-0369,2024-01-22
t-00617,u-0369,2024-02-05
t-00618,u-0371,2024-02-06
t-00619,u-0373,2023-12-16
t-00620,u-0373,2024-02-02
t-00621,u-0373,2023-12-30
t-00622,u-0373,2024-02-26
t-00623,u-0373,2023-12-29
t-00624,u-0375,2023-12-20
t-00625,u-0375,2024-01-22
t-00626,u-0376,2023-12-18
t-00627,u-0378,2024-01-13
t-00628,u-0378,2023-12-26
t-00629,u-0378,2024-02-26
t-00630,u-0379,2024-02-17
t-00631,u-0379,2024-01-11
t-00632,u-0379,2024-02-01
t-00633,u-0379,2023-12-27
t-00634,u-0380,2024-01-01
t-00635,u-0380,2024-02-15
t-00636,u-0382,2023-12-09
t-00637,u-0382,2024-02-22
t-00638,u-0386,2024-02-27
t-00639,u-0386,2024-02-27
t-00640,u-0387,2024-01-03
t-00641,u-0389,2023-12-13
t-00642,u-0389,2023-12-09
t-00643,u-0390,2023-12-25
t-00644,u-0390,2024-02-11
t-00645,u-0391,2023-12-07
t-00646,u-0393,2024-02-21
t-00647,u-0393,2024-02-15
t-00648,u-0394,2024-02-19
t-00649,u-0394,2024-02-26
t-00650,u-0394,2023-12-06
t-00651,u-0394,2024-01-10
t-00652,u-0395,2024-01-28
t-00653,u-0396,2024-01-18
t-00654,u-0399,2023-12-25
t-00655,u-0400,2024-01-31
t-00656,u-0401,2023-12-05
t-00657,u-0402,2024-02-15
t-00658,u-0402,2024-02-28
t-00659,u-0402,2024-02-13
t-00660,u-0403,2024-01-10
t-00661,u-0403,2024-01-05
t-00662,u-0403,2023-12-06
t-00663,u-0404,2024-02-27
t-00664,u-0406,2024-01-17
t-00665,u-0409,2024-01-14
t-00666,u-0409,2024-02-21
t-00667,u-0409,2024-02-28
t-00668,u-0409,2024-02-04
t-00669,u-0410,2024-02-04
t-00670,u-0412,2024-02-25
t-00671,u-0412,2024-01-30
t-00672,u-0412,2024-02-22
t-00673,u-0412,2023-12-19
t-00674,u-0413,2024-02-09
t-00675,u-0414,2023-12-16
t-00676,u-0414,2023-12-31
t-00677,u-0414,2024-02-04
t-00678,u-0415,2024-01-01
t-00679,u-0418,2023-12-10
t-00680,u-0418,2024-02-23
t-00681,u-0418,2024-01-04
t-00682,u-0419,2023-12-31
t-00683,u-0419,2024-01-17
t-00684,u-0419,2024-01-30
t-00685,u-0420,2024-02-25
t-00686,u-0421,2023-12-26
t-00687,u-0422,2024-01-20
t-00688,u-0422,2024-01-20
t-00689,u-0422,2023-12-11
t-00690,u-0422,2023-12-29
t-00691,u-0423,2024-01-20
t-00692,u-0424,2024-02-26
t-00693,u-0424,2023-12-26
t-00694,u-0424,2024-03-02
t-00695,u-0424,2024-01-13
t-00696,u-0424,2024-03-01
t-00697,u-0424,2024-02-08
t-00698,u-0426,2024-03-01
t-00699,u-0426,2024-01-23
t-00700,u-0427,2024-01-22
t-00701,u-0427,2024-02-27
t-00702,u-0428,2024-02-22
t-00703,u-0430,2024-01-06
t-00704,u-0430,2024-01-14
t-00705,u-0432,2023-12-31
t-00706,u-0432,2024-01-14
t-00707,u-0433,2024-01-13
t-00708,u-0433,2024-01-10
t-00709,u-0433,2024-01-09
t-00710,u-0433,2024-02-25
t-00711,u-0434,2024-01-22
t-00712,u-0434,2024-01-08
t-00713,u-0434,2023-12-25
t-00714,u-0434,2023-12-07
t-00715,u-0435,2023-12-21
t-00716,u-0435,2023-12-21
t-00717,u-0437,2024-01-22
t-00718,u-0437,2024-01-10
t-00719,u-0437,2023-12-04
t-00720,u-0437,2023-12-13
t-00721,u-0439,2023-12-19
t-00722,u-0440,2023-12-30
t-00723,u-0441,2024-01-25
t-00724,u-0443,2024-02-07
t-00725,u-0443,2024-01-25
t-00726,u-0443,2024-02-25
t-00727,u-0443,2024-02-18
t-00728,u-0443,2024-02-18
t-00729,u-0444,2023-12-22
t-00730,u-0446,2024-01-08
t-00731,u-0446,2024-03-01
t-00732,u-0447,2024-02-06
t-00733,u-0447,2024-01-16
t-00734,u-0448,2024-03-01
t-00735,u-0448,2024-01-02
t-00736,u-0453,2023-12-23
t-00737,u-0453,2024-02-04
t-00738,u-0455,2024-01-01
t-00739,u-0455,2023-12-29
t-00740,u-0455,2024-02-01
t-00741,u-0456,2023-12-15
t-00742,u-0457,2023-12-13
t-00743,u-0457,2024-01-17
t-00744,u-0457,2024-02-04
t-00745,u-0459,2023-12-31
t-00746,u-0459,2023-12-24
t-00747,u-0459,2024-02-10
t-00748,u-0459,2024-02-19
t-00749,u-0459,2024-02-15
t-00750,u-0459,2024-02-12
t-00751,u-0460,2024-01-22
t-00752,u-0461,2024-02-03
t-00753,u-0462,2023-12-15
t-00754,u-0462,2024-02-02
t-00755,u-0465,2024-02-21
t-00756,u-0465,2024-01-11
t-00757,u-0466,2024-02-18
t-00758,u-0466,2024-02-28
t-00759,u-0466,2024-02-13
t-00760,u-0466,2024-01-24
t-00761,u-0467,2023-12-29
t-00762,u-0467,2024-02-09
t-00763,u-0467,2024-01-19
t-00764,u-0467,2024-01-03
t-00765,u-0467,2024-01-22
t-00766,u-0467,2024-02-24
t-00767,u-0468,2024-01-04
t-00768,u-0468,2024-01-30
t-00769,u-0469,2024-02-29
t-00770,u-0469,2024-02-17
t-00771,u-0469,2023-12-15
t-00772,u-0469,2023-12-15
t-00773,u-0471,2024-01-13
t-00774,u-0472,2024-02-28
t-00775,u-0472,2024-01-13
t-00776,u-0474,2023-12-17
t-00777,u-0474,2024-01-05
t-00778,u-0475,2023-12-23
t-00779,u-0475,2023-12-14
t-00780,u-0476,2024-01-31
t-00781,u-0476,2024-02-19
t-00782,u-0478,2023-12-07
t-00783,u-0478,2024-02-26
t-00784,u-0478,2024-01-23
t-00785,u-0479,2024-02-18
t-00786,u-0479,2024-02-06
t-00787,u-0479,2024-01-28
t-00788,u-0479,2024-02-22
t-00789,u-0479,2023-12-13
t-00790,u-0481,2023-12-13
t-00791,u-0481,2024-01-16
t-00792,u-0481,2023-12-18
t-00793,u-0482,2024-02-15
t-00794,u-0483,2024-02-26
t-00795,u-0483,2023-12-16
t-00796,u-0483,2024-02-18
t-00797,u-0483,2023-12-19
t-00798,u-0485,2024-01-09
t-00799,u-0487,2024-01-11
t-00800,u-0487,2024-02-24
t-00801,u-0487,2024-02-19
t-00802,u-0487,2024-02-13
t-00803,u-0487,2024-02-03
t-00804,u-0489,2024-01-14
t-00805,u-0489,2024-02-19
t-00806,u-0489,2024-01-25
t-00807,u-0489,2023-12-22
t-00808,u-0490,2024-02-22
t-00809,u-0490,2024-01-29
t-00810,u-0490,2024-01-13
t-00811,u-0490,2023-12-19
t-00812,u-0491,2023-12-26
t-00813,u-0494,2023-12-23
t-00814,u-0495,2023-12-12
t-00815,u-0496,2023-12-04
t-00816,u-0497,2023-12-29
t-00817,u-0498,2024-01-20
t-00818,u-0498,2023-12-21
t-00819,u-0499,2024-01-19
t-00820,u-0500,2024-01-08
t-00821,u-0501,2023-12-28
